"STATISTIC","Statistic Label","TLIST(W1)","Week","C03935V04687","Mode of Transport","UNIT","VALUE"
"THA25C01","Passenger Journeys","2024W19","2024 Week 19","10","Dublin Metro Bus","Number","3283577"
"THA25C01","Passenger Journeys","2024W19","2024 Week 19","20","Bus, excluding Dublin Metro","Number","900426"
"THA25C01","Passenger Journeys","2024W19","2024 Week 19","30","Rail","Number","902356"
"THA25C01","Passenger Journeys","2024W19","2024 Week 19","40","All public transport, excluding LUAS","Number","5086359"
"THA25C01","Passenger Journeys","2024W20","2024 Week 20","10","Dublin Metro Bus","Number","3476640"
"THA25C01","Passenger Journeys","2024W20","2024 Week 20","20","Bus, excluding Dublin Metro","Number","928977"
"THA25C01","Passenger Journeys","2024W20","2024 Week 20","30","Rail","Number","920252"
"THA25C01","Passenger Journeys","2024W20","2024 Week 20","40","All public transport, excluding LUAS","Number","5325869"
"THA25C01","Passenger Journeys","2024W21","2024 Week 21","10","Dublin Metro Bus","Number","3386256"
"THA25C01","Passenger Journeys","2024W21","2024 Week 21","20","Bus, excluding Dublin Metro","Number","905073"
"THA25C01","Passenger Journeys","2024W21","2024 Week 21","30","Rail","Number","869213"
"THA25C01","Passenger Journeys","2024W21","2024 Week 21","40","All public transport, excluding LUAS","Number","5160542"
"THA25C01","Passenger Journeys","2024W22","2024 Week 22","10","Dublin Metro Bus","Number","3447934"
"THA25C01","Passenger Journeys","2024W22","2024 Week 22","20","Bus, excluding Dublin Metro","Number","931660"
"THA25C01","Passenger Journeys","2024W22","2024 Week 22","30","Rail","Number","944432"
"THA25C01","Passenger Journeys","2024W22","2024 Week 22","40","All public transport, excluding LUAS","Number","5324026"
"THA25C01","Passenger Journeys","2024W23","2024 Week 23","10","Dublin Metro Bus","Number","3101568"
"THA25C01","Passenger Journeys","2024W23","2024 Week 23","20","Bus, excluding Dublin Metro","Number","841165"
"THA25C01","Passenger Journeys","2024W23","2024 Week 23","30","Rail","Number","831534"
"THA25C01","Passenger Journeys","2024W23","2024 Week 23","40","All public transport, excluding LUAS","Number","4774267"
"THA25C01","Passenger Journeys","2024W24","2024 Week 24","10","Dublin Metro Bus","Number","3303254"
"THA25C01","Passenger Journeys","2024W24","2024 Week 24","20","Bus, excluding Dublin Metro","Number","895751"
"THA25C01","Passenger Journeys","2024W24","2024 Week 24","30","Rail","Number","854327"
"THA25C01","Passenger Journeys","2024W24","2024 Week 24","40","All public transport, excluding LUAS","Number","5053332"
"THA25C01","Passenger Journeys","2024W25","2024 Week 25","10","Dublin Metro Bus","Number","3342692"
"THA25C01","Passenger Journeys","2024W25","2024 Week 25","20","Bus, excluding Dublin Metro","Number","905743"
"THA25C01","Passenger Journeys","2024W25","2024 Week 25","30","Rail","Number","933009"
"THA25C01","Passenger Journeys","2024W25","2024 Week 25","40","All public transport, excluding LUAS","Number","5181444"
"THA25C01","Passenger Journeys","2024W26","2024 Week 26","10","Dublin Metro Bus","Number","3328878"
"THA25C01","Passenger Journeys","2024W26","2024 Week 26","20","Bus, excluding Dublin Metro","Number","897215"
"THA25C01","Passenger Journeys","2024W26","2024 Week 26","30","Rail","Number","1005579"
"THA25C01","Passenger Journeys","2024W26","2024 Week 26","40","All public transport, excluding LUAS","Number","5231672"
"THA25C01","Passenger Journeys","2024W27","2024 Week 27","10","Dublin Metro Bus","Number","3273760"
"THA25C01","Passenger Journeys","2024W27","2024 Week 27","20","Bus, excluding Dublin Metro","Number","875176"
"THA25C01","Passenger Journeys","2024W27","2024 Week 27","30","Rail","Number","950951"
"THA25C01","Passenger Journeys","2024W27","2024 Week 27","40","All public transport, excluding LUAS","Number","5099887"
"THA25C01","Passenger Journeys","2024W28","2024 Week 28","10","Dublin Metro Bus","Number","3215134"
"THA25C01","Passenger Journeys","2024W28","2024 Week 28","20","Bus, excluding Dublin Metro","Number","886775"
"THA25C01","Passenger Journeys","2024W28","2024 Week 28","30","Rail","Number","888783"
"THA25C01","Passenger Journeys","2024W28","2024 Week 28","40","All public transport, excluding LUAS","Number","4990692"
"THA25C01","Passenger Journeys","2024W29","2024 Week 29","10","Dublin Metro Bus","Number","3214817"
"THA25C01","Passenger Journeys","2024W29","2024 Week 29","20","Bus, excluding Dublin Metro","Number","880765"
"THA25C01","Passenger Journeys","2024W29","2024 Week 29","30","Rail","Number","877893"
"THA25C01","Passenger Journeys","2024W29","2024 Week 29","40","All public transport, excluding LUAS","Number","4973475"
"THA25C01","Passenger Journeys","2024W30","2024 Week 30","10","Dublin Metro Bus","Number","3229504"
"THA25C01","Passenger Journeys","2024W30","2024 Week 30","20","Bus, excluding Dublin Metro","Number","894631"
"THA25C01","Passenger Journeys","2024W30","2024 Week 30","30","Rail","Number","921598"
"THA25C01","Passenger Journeys","2024W30","2024 Week 30","40","All public transport, excluding LUAS","Number","5045733"
"THA25C01","Passenger Journeys","2024W31","2024 Week 31","10","Dublin Metro Bus","Number","3167600"
"THA25C01","Passenger Journeys","2024W31","2024 Week 31","20","Bus, excluding Dublin Metro","Number","877395"
"THA25C01","Passenger Journeys","2024W31","2024 Week 31","30","Rail","Number","937530"
"THA25C01","Passenger Journeys","2024W31","2024 Week 31","40","All public transport, excluding LUAS","Number","4982525"
"THA25C01","Passenger Journeys","2024W32","2024 Week 32","10","Dublin Metro Bus","Number","2993499"
"THA25C01","Passenger Journeys","2024W32","2024 Week 32","20","Bus, excluding Dublin Metro","Number","832984"
"THA25C01","Passenger Journeys","2024W32","2024 Week 32","30","Rail","Number","848797"
"THA25C01","Passenger Journeys","2024W32","2024 Week 32","40","All public transport, excluding LUAS","Number","4675280"
"THA25C01","Passenger Journeys","2024W33","2024 Week 33","10","Dublin Metro Bus","Number","3219208"
"THA25C01","Passenger Journeys","2024W33","2024 Week 33","20","Bus, excluding Dublin Metro","Number","884979"
"THA25C01","Passenger Journeys","2024W33","2024 Week 33","30","Rail","Number","925615"
"THA25C01","Passenger Journeys","2024W33","2024 Week 33","40","All public transport, excluding LUAS","Number","5029802"
"THA25C01","Passenger Journeys","2024W34","2024 Week 34","10","Dublin Metro Bus","Number","3233460"
"THA25C01","Passenger Journeys","2024W34","2024 Week 34","20","Bus, excluding Dublin Metro","Number","880770"
"THA25C01","Passenger Journeys","2024W34","2024 Week 34","30","Rail","Number","910081"
"THA25C01","Passenger Journeys","2024W34","2024 Week 34","40","All public transport, excluding LUAS","Number","5024311"
"THA25C01","Passenger Journeys","2024W35","2024 Week 35","10","Dublin Metro Bus","Number","3471490"
"THA25C01","Passenger Journeys","2024W35","2024 Week 35","20","Bus, excluding Dublin Metro","Number","928814"
"THA25C01","Passenger Journeys","2024W35","2024 Week 35","30","Rail","Number","989271"
"THA25C01","Passenger Journeys","2024W35","2024 Week 35","40","All public transport, excluding LUAS","Number","5389575"
"THA25C01","Passenger Journeys","2024W36","2024 Week 36","10","Dublin Metro Bus","Number","3537749"
"THA25C01","Passenger Journeys","2024W36","2024 Week 36","20","Bus, excluding Dublin Metro","Number","970583"
"THA25C01","Passenger Journeys","2024W36","2024 Week 36","30","Rail","Number","1002382"
"THA25C01","Passenger Journeys","2024W36","2024 Week 36","40","All public transport, excluding LUAS","Number","5510714"
"THA25C01","Passenger Journeys","2024W37","2024 Week 37","10","Dublin Metro Bus","Number","3706998"
"THA25C01","Passenger Journeys","2024W37","2024 Week 37","20","Bus, excluding Dublin Metro","Number","1025239"
"THA25C01","Passenger Journeys","2024W37","2024 Week 37","30","Rail","Number","944572"
"THA25C01","Passenger Journeys","2024W37","2024 Week 37","40","All public transport, excluding LUAS","Number","5676809"
"THA25C01","Passenger Journeys","2024W38","2024 Week 38","10","Dublin Metro Bus","Number","3794314"
"THA25C01","Passenger Journeys","2024W38","2024 Week 38","20","Bus, excluding Dublin Metro","Number","1100942"
"THA25C01","Passenger Journeys","2024W38","2024 Week 38","30","Rail","Number","1044843"
"THA25C01","Passenger Journeys","2024W38","2024 Week 38","40","All public transport, excluding LUAS","Number","5940099"
"THA25C01","Passenger Journeys","2024W39","2024 Week 39","10","Dublin Metro Bus","Number","3779047"
"THA25C01","Passenger Journeys","2024W39","2024 Week 39","20","Bus, excluding Dublin Metro","Number","1050790"
"THA25C01","Passenger Journeys","2024W39","2024 Week 39","30","Rail","Number","1016204"
"THA25C01","Passenger Journeys","2024W39","2024 Week 39","40","All public transport, excluding LUAS","Number","5846041"
"THA25C01","Passenger Journeys","2024W40","2024 Week 40","10","Dublin Metro Bus","Number","3801095"
"THA25C01","Passenger Journeys","2024W40","2024 Week 40","20","Bus, excluding Dublin Metro","Number","1055024"
"THA25C01","Passenger Journeys","2024W40","2024 Week 40","30","Rail","Number","1061862"
"THA25C01","Passenger Journeys","2024W40","2024 Week 40","40","All public transport, excluding LUAS","Number","5917981"
"THA25C01","Passenger Journeys","2024W41","2024 Week 41","10","Dublin Metro Bus","Number","3874248"
"THA25C01","Passenger Journeys","2024W41","2024 Week 41","20","Bus, excluding Dublin Metro","Number","1093954"
"THA25C01","Passenger Journeys","2024W41","2024 Week 41","30","Rail","Number","1111384"
"THA25C01","Passenger Journeys","2024W41","2024 Week 41","40","All public transport, excluding LUAS","Number","6079586"
"THA25C01","Passenger Journeys","2024W42","2024 Week 42","10","Dublin Metro Bus","Number","3853829"
"THA25C01","Passenger Journeys","2024W42","2024 Week 42","20","Bus, excluding Dublin Metro","Number","1054856"
"THA25C01","Passenger Journeys","2024W42","2024 Week 42","30","Rail","Number","1099977"
"THA25C01","Passenger Journeys","2024W42","2024 Week 42","40","All public transport, excluding LUAS","Number","6008662"
"THA25C01","Passenger Journeys","2024W43","2024 Week 43","10","Dublin Metro Bus","Number","3750530"
"THA25C01","Passenger Journeys","2024W43","2024 Week 43","20","Bus, excluding Dublin Metro","Number","1081932"
"THA25C01","Passenger Journeys","2024W43","2024 Week 43","30","Rail","Number","984519"
"THA25C01","Passenger Journeys","2024W43","2024 Week 43","40","All public transport, excluding LUAS","Number","5816981"
"THA25C01","Passenger Journeys","2024W44","2024 week 44","10","Dublin Metro Bus","Number","3334027"
"THA25C01","Passenger Journeys","2024W44","2024 week 44","20","Bus, excluding Dublin Metro","Number","924921"
"THA25C01","Passenger Journeys","2024W44","2024 week 44","30","Rail","Number","913124"
"THA25C01","Passenger Journeys","2024W44","2024 week 44","40","All public transport, excluding LUAS","Number","5172072"
"THA25C01","Passenger Journeys","2024W45","2024 Week 45","10","Dublin Metro Bus","Number","3782514"
"THA25C01","Passenger Journeys","2024W45","2024 Week 45","20","Bus, excluding Dublin Metro","Number","1054455"
"THA25C01","Passenger Journeys","2024W45","2024 Week 45","30","Rail","Number","1087992"
"THA25C01","Passenger Journeys","2024W45","2024 Week 45","40","All public transport, excluding LUAS","Number","5924961"
"THA25C01","Passenger Journeys","2024W46","2024 Week 46","10","Dublin Metro Bus","Number","3801077"
"THA25C01","Passenger Journeys","2024W46","2024 Week 46","20","Bus, excluding Dublin Metro","Number","1067757"
"THA25C01","Passenger Journeys","2024W46","2024 Week 46","30","Rail","Number","1068454"
"THA25C01","Passenger Journeys","2024W46","2024 Week 46","40","All public transport, excluding LUAS","Number","5937288"
"THA25C01","Passenger Journeys","2024W47","2024 Week 47","10","Dublin Metro Bus","Number","3690266"
"THA25C01","Passenger Journeys","2024W47","2024 Week 47","20","Bus, excluding Dublin Metro","Number","976677"
"THA25C01","Passenger Journeys","2024W47","2024 Week 47","30","Rail","Number","993364"
"THA25C01","Passenger Journeys","2024W47","2024 Week 47","40","All public transport, excluding LUAS","Number","5660307"
"THA25C01","Passenger Journeys","2024W48","2024 Week 48","10","Dublin Metro Bus","Number","3817764"
"THA25C01","Passenger Journeys","2024W48","2024 Week 48","20","Bus, excluding Dublin Metro","Number","1029821"
"THA25C01","Passenger Journeys","2024W48","2024 Week 48","30","Rail","Number","1061537"
"THA25C01","Passenger Journeys","2024W48","2024 Week 48","40","All public transport, excluding LUAS","Number","5909122"
"THA25C01","Passenger Journeys","2024W49","2024 Week 49","10","Dublin Metro Bus","Number","3658274"
"THA25C01","Passenger Journeys","2024W49","2024 Week 49","20","Bus, excluding Dublin Metro","Number","968927"
"THA25C01","Passenger Journeys","2024W49","2024 Week 49","30","Rail","Number","1035893"
"THA25C01","Passenger Journeys","2024W49","2024 Week 49","40","All public transport, excluding LUAS","Number","5663095"
"THA25C01","Passenger Journeys","2024W50","2024 Week 50","10","Dublin Metro Bus","Number","3770647"
"THA25C01","Passenger Journeys","2024W50","2024 Week 50","20","Bus, excluding Dublin Metro","Number","1016649"
"THA25C01","Passenger Journeys","2024W50","2024 Week 50","30","Rail","Number","1060455"
"THA25C01","Passenger Journeys","2024W50","2024 Week 50","40","All public transport, excluding LUAS","Number","5847751"
"THA25C01","Passenger Journeys","2024W51","2024 Week 51","10","Dublin Metro Bus","Number","3659776"
"THA25C01","Passenger Journeys","2024W51","2024 Week 51","20","Bus, excluding Dublin Metro","Number","999340"
"THA25C01","Passenger Journeys","2024W51","2024 Week 51","30","Rail","Number","993466"
"THA25C01","Passenger Journeys","2024W51","2024 Week 51","40","All public transport, excluding LUAS","Number","5652582"
"THA25C01","Passenger Journeys","2024W52","2024 Week 52","10","Dublin Metro Bus","Number","1980749"
"THA25C01","Passenger Journeys","2024W52","2024 Week 52","20","Bus, excluding Dublin Metro","Number","531118"
"THA25C01","Passenger Journeys","2024W52","2024 Week 52","30","Rail","Number","412344"
"THA25C01","Passenger Journeys","2024W52","2024 Week 52","40","All public transport, excluding LUAS","Number","2924211"
"THA25C01","Passenger Journeys","2025W01","2025 Week 01","10","Dublin Metro Bus","Number","2247403"
"THA25C01","Passenger Journeys","2025W01","2025 Week 01","20","Bus, excluding Dublin Metro","Number","584677"
"THA25C01","Passenger Journeys","2025W01","2025 Week 01","30","Rail","Number","494715"
"THA25C01","Passenger Journeys","2025W01","2025 Week 01","40","All public transport, excluding LUAS","Number","3326795"
"THA25C01","Passenger Journeys","2025W02","2025 Week 02","10","Dublin Metro Bus","Number","2977702"
"THA25C01","Passenger Journeys","2025W02","2025 Week 02","20","Bus, excluding Dublin Metro","Number","720340"
"THA25C01","Passenger Journeys","2025W02","2025 Week 02","30","Rail","Number","737868"
"THA25C01","Passenger Journeys","2025W02","2025 Week 02","40","All public transport, excluding LUAS","Number","4435910"
"THA25C01","Passenger Journeys","2025W03","2025 Week 03","10","Dublin Metro Bus","Number","3325123"
"THA25C01","Passenger Journeys","2025W03","2025 Week 03","20","Bus, excluding Dublin Metro","Number","912576"
"THA25C01","Passenger Journeys","2025W03","2025 Week 03","30","Rail","Number","920086"
"THA25C01","Passenger Journeys","2025W03","2025 Week 03","40","All public transport, excluding LUAS","Number","5157785"
"THA25C01","Passenger Journeys","2025W04","2025 Week 04","10","Dublin Metro Bus","Number","2962432"
"THA25C01","Passenger Journeys","2025W04","2025 Week 04","20","Bus, excluding Dublin Metro","Number","796064"
"THA25C01","Passenger Journeys","2025W04","2025 Week 04","30","Rail","Number","741270"
"THA25C01","Passenger Journeys","2025W04","2025 Week 04","40","All public transport, excluding LUAS","Number","4499766"
"THA25C01","Passenger Journeys","2025W05","2025 Week 05","10","Dublin Metro Bus","Number","3481997"
"THA25C01","Passenger Journeys","2025W05","2025 Week 05","20","Bus, excluding Dublin Metro","Number","962300"
"THA25C01","Passenger Journeys","2025W05","2025 Week 05","30","Rail","Number","989932"
"THA25C01","Passenger Journeys","2025W05","2025 Week 05","40","All public transport, excluding LUAS","Number","5434229"
"THA25C01","Passenger Journeys","2025W06","2025 Week 06","10","Dublin Metro Bus","Number","3238863"
"THA25C01","Passenger Journeys","2025W06","2025 Week 06","20","Bus, excluding Dublin Metro","Number","895428"
"THA25C01","Passenger Journeys","2025W06","2025 Week 06","30","Rail","Number","920443"
"THA25C01","Passenger Journeys","2025W06","2025 Week 06","40","All public transport, excluding LUAS","Number","5054734"
"THA25C01","Passenger Journeys","2025W07","2025 Week 07","10","Dublin Metro Bus","Number","3571351"
"THA25C01","Passenger Journeys","2025W07","2025 Week 07","20","Bus, excluding Dublin Metro","Number","971523"
"THA25C01","Passenger Journeys","2025W07","2025 Week 07","30","Rail","Number","947662"
"THA25C01","Passenger Journeys","2025W07","2025 Week 07","40","All public transport, excluding LUAS","Number","5490536"
"THA25C01","Passenger Journeys","2025W08","2025 Week 08","10","Dublin Metro Bus","Number","3540977"
"THA25C01","Passenger Journeys","2025W08","2025 Week 08","20","Bus, excluding Dublin Metro","Number","921586"
"THA25C01","Passenger Journeys","2025W08","2025 Week 08","30","Rail","Number","991006"
"THA25C01","Passenger Journeys","2025W08","2025 Week 08","40","All public transport, excluding LUAS","Number","5453569"
"THA25C01","Passenger Journeys","2025W09","2025 Week 09","10","Dublin Metro Bus","Number","3715885"
"THA25C01","Passenger Journeys","2025W09","2025 Week 09","20","Bus, excluding Dublin Metro","Number","996474"
"THA25C01","Passenger Journeys","2025W09","2025 Week 09","30","Rail","Number","1035480"
"THA25C01","Passenger Journeys","2025W09","2025 Week 09","40","All public transport, excluding LUAS","Number","5747839"
"THA25C01","Passenger Journeys","2025W10","2025 Week 10","10","Dublin Metro Bus","Number","3768906"
"THA25C01","Passenger Journeys","2025W10","2025 Week 10","20","Bus, excluding Dublin Metro","Number","1006537"
"THA25C01","Passenger Journeys","2025W10","2025 Week 10","30","Rail","Number","1091076"
"THA25C01","Passenger Journeys","2025W10","2025 Week 10","40","All public transport, excluding LUAS","Number","5866519"
"THA25C01","Passenger Journeys","2025W11","2025 Week 11","10","Dublin Metro Bus","Number","3754821"
"THA25C01","Passenger Journeys","2025W11","2025 Week 11","20","Bus, excluding Dublin Metro","Number","1041321"
"THA25C01","Passenger Journeys","2025W11","2025 Week 11","30","Rail","Number","1057447"
"THA25C01","Passenger Journeys","2025W11","2025 Week 11","40","All public transport, excluding LUAS","Number","5853589"
"THA25C01","Passenger Journeys","2025W12","2025 Week 12","10","Dublin Metro Bus","Number","3389409"
"THA25C01","Passenger Journeys","2025W12","2025 Week 12","20","Bus, excluding Dublin Metro","Number","924952"
"THA25C01","Passenger Journeys","2025W12","2025 Week 12","30","Rail","Number","964709"
"THA25C01","Passenger Journeys","2025W12","2025 Week 12","40","All public transport, excluding LUAS","Number","5279070"
"THA25C01","Passenger Journeys","2025W13","2025 Week 13","10","Dublin Metro Bus","Number","3813411"
"THA25C01","Passenger Journeys","2025W13","2025 Week 13","20","Bus, excluding Dublin Metro","Number","1019535"
"THA25C01","Passenger Journeys","2025W13","2025 Week 13","30","Rail","Number","1068813"
"THA25C01","Passenger Journeys","2025W13","2025 Week 13","40","All public transport, excluding LUAS","Number","5901759"
"THA25C01","Passenger Journeys","2025W14","2025 Week 14","10","Dublin Metro Bus","Number","3834102"
"THA25C01","Passenger Journeys","2025W14","2025 Week 14","20","Bus, excluding Dublin Metro","Number","1040706"
"THA25C01","Passenger Journeys","2025W14","2025 Week 14","30","Rail","Number","1141397"
"THA25C01","Passenger Journeys","2025W14","2025 Week 14","40","All public transport, excluding LUAS","Number","6016205"
"THA25C01","Passenger Journeys","2025W15","2025 Week 15","10","Dublin Metro Bus","Number","3681556"
"THA25C01","Passenger Journeys","2025W15","2025 Week 15","20","Bus, excluding Dublin Metro","Number","1027000"
"THA25C01","Passenger Journeys","2025W15","2025 Week 15","30","Rail","Number","1089482"
"THA25C01","Passenger Journeys","2025W15","2025 Week 15","40","All public transport, excluding LUAS","Number","5798038"
"THA25C01","Passenger Journeys","2025W16","2025 Week 16","10","Dublin Metro Bus","Number","3163107"
"THA25C01","Passenger Journeys","2025W16","2025 Week 16","20","Bus, excluding Dublin Metro","Number","865958"
"THA25C01","Passenger Journeys","2025W16","2025 Week 16","30","Rail","Number","841834"
"THA25C01","Passenger Journeys","2025W16","2025 Week 16","40","All public transport, excluding LUAS","Number","4870899"
"THA25C01","Passenger Journeys","2025W17","2025 Week 17","10","Dublin Metro Bus","Number","3071394"
"THA25C01","Passenger Journeys","2025W17","2025 Week 17","20","Bus, excluding Dublin Metro","Number","841697"
"THA25C01","Passenger Journeys","2025W17","2025 Week 17","30","Rail","Number","879256"
"THA25C01","Passenger Journeys","2025W17","2025 Week 17","40","All public transport, excluding LUAS","Number","4792347"
"THA25C01","Passenger Journeys","2025W18","2025 Week 18","10","Dublin Metro Bus","Number","3584621"
"THA25C01","Passenger Journeys","2025W18","2025 Week 18","20","Bus, excluding Dublin Metro","Number","1027017"
"THA25C01","Passenger Journeys","2025W18","2025 Week 18","30","Rail","Number","924926"
"THA25C01","Passenger Journeys","2025W18","2025 Week 18","40","All public transport, excluding LUAS","Number","5536564"
"THA25C01","Passenger Journeys","2025W19","2025 Week 19","10","Dublin Metro Bus","Number","3283855"
"THA25C01","Passenger Journeys","2025W19","2025 Week 19","20","Bus, excluding Dublin Metro","Number","934328"
"THA25C01","Passenger Journeys","2025W19","2025 Week 19","30","Rail","Number","894834"
"THA25C01","Passenger Journeys","2025W19","2025 Week 19","40","All public transport, excluding LUAS","Number","5113017"
"THA25C01","Passenger Journeys","2025W20","2025 Week 20","10","Dublin Metro Bus","Number","3499256"
"THA25C01","Passenger Journeys","2025W20","2025 Week 20","20","Bus, excluding Dublin Metro","Number","990602"
"THA25C01","Passenger Journeys","2025W20","2025 Week 20","30","Rail","Number","767938"
"THA25C01","Passenger Journeys","2025W20","2025 Week 20","40","All public transport, excluding LUAS","Number","5257796"
"THA25C01","Passenger Journeys","2025W21","2025 Week 21","10","Dublin Metro Bus","Number","3403361"
"THA25C01","Passenger Journeys","2025W21","2025 Week 21","20","Bus, excluding Dublin Metro","Number","921203"
"THA25C01","Passenger Journeys","2025W21","2025 Week 21","30","Rail","Number","736592"
"THA25C01","Passenger Journeys","2025W21","2025 Week 21","40","All public transport, excluding LUAS","Number","5061156"
"THA25C01","Passenger Journeys","2025W22","2025 Week 22","10","Dublin Metro Bus","Number","3451510"
"THA25C01","Passenger Journeys","2025W22","2025 Week 22","20","Bus, excluding Dublin Metro","Number","902296"
"THA25C01","Passenger Journeys","2025W22","2025 Week 22","30","Rail","Number","811810"
"THA25C01","Passenger Journeys","2025W22","2025 Week 22","40","All public transport, excluding LUAS","Number","5165616"
"THA25C01","Passenger Journeys","2025W23","2025 Week 23","10","Dublin Metro Bus","Number","3107451"
"THA25C01","Passenger Journeys","2025W23","2025 Week 23","20","Bus, excluding Dublin Metro","Number","826702"
"THA25C01","Passenger Journeys","2025W23","2025 Week 23","30","Rail","Number","812394"
"THA25C01","Passenger Journeys","2025W23","2025 Week 23","40","All public transport, excluding LUAS","Number","4746547"
"THA25C01","Passenger Journeys","2025W24","2025 Week 24","10","Dublin Metro Bus","Number","3243462"
"THA25C01","Passenger Journeys","2025W24","2025 Week 24","20","Bus, excluding Dublin Metro","Number","884106"
"THA25C01","Passenger Journeys","2025W24","2025 Week 24","30","Rail","Number","714534"
"THA25C01","Passenger Journeys","2025W24","2025 Week 24","40","All public transport, excluding LUAS","Number","4842102"
"THA25C01","Passenger Journeys","2025W25","2025 Week 25","10","Dublin Metro Bus","Number","3389319"
"THA25C01","Passenger Journeys","2025W25","2025 Week 25","20","Bus, excluding Dublin Metro","Number","960579"
"THA25C01","Passenger Journeys","2025W25","2025 Week 25","30","Rail","Number","871252"
"THA25C01","Passenger Journeys","2025W25","2025 Week 25","40","All public transport, excluding LUAS","Number","5221150"
"THA25C01","Passenger Journeys","2025W26","2025 Week 26","10","Dublin Metro Bus","Number","3371393"
"THA25C01","Passenger Journeys","2025W26","2025 Week 26","20","Bus, excluding Dublin Metro","Number","930106"
"THA25C01","Passenger Journeys","2025W26","2025 Week 26","30","Rail","Number","821874"
"THA25C01","Passenger Journeys","2025W26","2025 Week 26","40","All public transport, excluding LUAS","Number","5123373"
"THA25C01","Passenger Journeys","2025W27","2025 Week 27","10","Dublin Metro Bus","Number","3322063"
"THA25C01","Passenger Journeys","2025W27","2025 Week 27","20","Bus, excluding Dublin Metro","Number","924657"
"THA25C01","Passenger Journeys","2025W27","2025 Week 27","30","Rail","Number","817204"
"THA25C01","Passenger Journeys","2025W27","2025 Week 27","40","All public transport, excluding LUAS","Number","5063924"
"THA25C01","Passenger Journeys","2025W28","2025 Week 28","10","Dublin Metro Bus","Number","3346121"
"THA25C01","Passenger Journeys","2025W28","2025 Week 28","20","Bus, excluding Dublin Metro","Number","973584"
"THA25C01","Passenger Journeys","2025W28","2025 Week 28","30","Rail","Number","851427"
"THA25C01","Passenger Journeys","2025W28","2025 Week 28","40","All public transport, excluding LUAS","Number","5171132"
"THA25C01","Passenger Journeys","2025W29","2025 Week 29","10","Dublin Metro Bus","Number","3217927"
"THA25C01","Passenger Journeys","2025W29","2025 Week 29","20","Bus, excluding Dublin Metro","Number","910978"
"THA25C01","Passenger Journeys","2025W29","2025 Week 29","30","Rail","Number","830168"
"THA25C01","Passenger Journeys","2025W29","2025 Week 29","40","All public transport, excluding LUAS","Number","4959073"
"THA25C01","Passenger Journeys","2025W30","2025 Week 30","10","Dublin Metro Bus","Number","3201181"
"THA25C01","Passenger Journeys","2025W30","2025 Week 30","20","Bus, excluding Dublin Metro","Number","931745"
"THA25C01","Passenger Journeys","2025W30","2025 Week 30","30","Rail","Number","850472"
"THA25C01","Passenger Journeys","2025W30","2025 Week 30","40","All public transport, excluding LUAS","Number","4983398"
"THA25C01","Passenger Journeys","2025W31","2025 Week 31","10","Dublin Metro Bus","Number","3173673"
"THA25C01","Passenger Journeys","2025W31","2025 Week 31","20","Bus, excluding Dublin Metro","Number","675611"
"THA25C01","Passenger Journeys","2025W31","2025 Week 31","30","Rail","Number","829900"
"THA25C01","Passenger Journeys","2025W31","2025 Week 31","40","All public transport, excluding LUAS","Number","4679184"
"THA25C01","Passenger Journeys","2025W32","2025 Week 32","10","Dublin Metro Bus","Number","2994306"
"THA25C01","Passenger Journeys","2025W32","2025 Week 32","20","Bus, excluding Dublin Metro","Number","857508"
"THA25C01","Passenger Journeys","2025W32","2025 Week 32","30","Rail","Number","909942"
"THA25C01","Passenger Journeys","2025W32","2025 Week 32","40","All public transport, excluding LUAS","Number","4761756"
"THA25C01","Passenger Journeys","2025W33","2025 Week 33","10","Dublin Metro Bus","Number","3231267"
"THA25C01","Passenger Journeys","2025W33","2025 Week 33","20","Bus, excluding Dublin Metro","Number","948930"
"THA25C01","Passenger Journeys","2025W33","2025 Week 33","30","Rail","Number","931048"
"THA25C01","Passenger Journeys","2025W33","2025 Week 33","40","All public transport, excluding LUAS","Number","5111245"
"THA25C01","Passenger Journeys","2025W34","2025 Week 34","10","Dublin Metro Bus","Number","3275554"
"THA25C01","Passenger Journeys","2025W34","2025 Week 34","20","Bus, excluding Dublin Metro","Number","947525"
"THA25C01","Passenger Journeys","2025W34","2025 Week 34","30","Rail","Number","924712"
"THA25C01","Passenger Journeys","2025W34","2025 Week 34","40","All public transport, excluding LUAS","Number","5147791"
"THA25C01","Passenger Journeys","2025W35","2025 Week 35","10","Dublin Metro Bus","Number","3349756"
"THA25C01","Passenger Journeys","2025W35","2025 Week 35","20","Bus, excluding Dublin Metro","Number","915769"
"THA25C01","Passenger Journeys","2025W35","2025 Week 35","30","Rail","Number","739652"
"THA25C01","Passenger Journeys","2025W35","2025 Week 35","40","All public transport, excluding LUAS","Number","5005177"
"THA25C01","Passenger Journeys","2025W36","2025 Week 36","10","Dublin Metro Bus","Number","3488562"
"THA25C01","Passenger Journeys","2025W36","2025 Week 36","20","Bus, excluding Dublin Metro","Number","1130405"
"THA25C01","Passenger Journeys","2025W36","2025 Week 36","30","Rail","Number","760368"
"THA25C01","Passenger Journeys","2025W36","2025 Week 36","40","All public transport, excluding LUAS","Number","5379335"
"THA25C01","Passenger Journeys","2025W37","2025 Week 37","10","Dublin Metro Bus","Number","3651365"
"THA25C01","Passenger Journeys","2025W37","2025 Week 37","20","Bus, excluding Dublin Metro","Number","1041321"
